Fx Fz M_max M_min
11.4 -6 0 0
11.5 -6 0 0
11.6 -6 0 0
11.7 -6 0 0
11.8 -6 0 0
11.9 -6 0 0
12 -6 0 0
12.1 -6 0 0
12.2 -6 0 0
12.3 -6 0 0
12.4 -6 0 0
12.5 -6 0 0
12.6 -6 0 0
12.7 -6 0 0
12.8 -6 0 0
12.9 -6 0 0
13 -6 0 0
13.1 -6 0 0
13.2 -6 0 0
13.3 -6 0 0
13.4 -6 0 0
13.5 -6 0 0
13.6 -6 0 0
13.7 -6 0 0
13.8 -6 0 0
13.9 -6 0 0
14 -6 0 0
14.1 -6 0 0
14.2 -6 0 0
14.3 -6 0 0
14.4 -6 0 0
14.5 -6 0 0
14.6 -6 0 0
14.7 -6 0 0
14.8 -6 0 0
14.9 -6 0 0
15 -6 0 0
15.1 -6 0 0
15.2 -6 0 0
15.3 -6 0 0
15.4 -6 0 0
15.5 -6 0 0
15.6 -6 0 0
15.7 -6 0 0
15.8 -6 0 0
15.9 -6 0 0
16 -6 0 0
16.1 -6 0 0
16.2 -6 0 0
16.3 -6 0 0
16.4 -6 0 0
16.5 -6 0 0
16.6 -6 0 0
16.7 -6 0 0
16.8 -6 0 0
16.9 -6 0 0
17 -6 0 0
17.1 -6 0 0
17.2 -6 0 0
17.3 -6 0 0
17.4 -6 0 0
17.5 -6 0 0
17.6 -6 0 0
17.7 -6 0 0
17.8 -6 0 0
17.9 -6 0 0
18 -6 0 0
18.1 -6 0 0
18.2 -6 0 0
18.3 -6 0 0
18.4 -6 0 0
18.5 -6 0 0
18.6 -6 0 0
18.7 -6 0 0
18.8 -6 0 0
18.9 -6 0 0
19 -6 0 0
19.1 -6 0 0
19.2 -6 0 0
19.3 -6 0 0
19.4 -6 0 0
19.5 -6 0 0
19.6 -6 0 0
19.7 -6 0 0
19.8 -6 0 0
19.9 -6 0 0
-20 -5 0 0
-19.9 -5 0 0
-19.8 -5 0 0
-19.7 -5 0 0
-19.6 -5 0 0
-19.5 -5 0 0
-19.4 -5 0 0
-19.3 -5 0 0
-19.2 -5 0 0
